sepal_length,sepal_width,petal_length,petal_width,species,Normalized_sepal_length,Normalized_sepal_width,Normalized_petal_length,Normalized_petal_width,Species_Numeric,Size_Category,Size_Category_Numeric
5.0,2.3,3.3,1.0,versicolor,0.19444444444444448,0.1249999999999999,0.38983050847457623,0.375,1,Medium,1
5.6,2.7,4.2,1.3,versicolor,0.361111111111111,0.2916666666666667,0.5423728813559322,0.5,1,Medium,1
5.7,3.0,4.2,1.2,versicolor,0.38888888888888895,0.41666666666666663,0.5423728813559322,0.4583333333333333,1,Medium,1
5.7,2.9,4.2,1.3,versicolor,0.38888888888888895,0.3749999999999999,0.5423728813559322,0.5,1,Medium,1
6.2,2.9,4.3,1.3,versicolor,0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,1,Medium,1
5.1,2.5,3.0,1.1,versicolor,0.22222222222222213,0.20833333333333331,0.3389830508474576,0.4166666666666667,1,Medium,1
5.7,2.8,4.1,1.3,versicolor,0.38888888888888895,0.3333333333333332,0.5254237288135593,0.5,1,Medium,1
6.3,3.3,6.0,2.5,virginica,0.5555555555555555,0.5416666666666665,0.847457627118644,1.0,2,Large,2
5.8,2.7,5.1,1.9,virginica,0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,2,Large,2
7.1,3.0,5.9,2.1,virginica,0.7777777777777776,0.41666666666666663,0.8305084745762712,0.8333333333333334,2,Large,2
6.3,2.9,5.6,1.8,virginica,0.5555555555555555,0.3749999999999999,0.7796610169491525,0.7083333333333334,2,Large,2
6.5,3.0,5.8,2.2,virginica,0.611111111111111,0.41666666666666663,0.8135593220338982,0.8750000000000001,2,Large,2
7.6,3.0,6.6,2.1,virginica,0.9166666666666665,0.41666666666666663,0.9491525423728813,0.8333333333333334,2,Large,2
4.9,2.5,4.5,1.7,virginica,0.1666666666666668,0.20833333333333331,0.5932203389830508,0.6666666666666666,2,Medium,1
7.3,2.9,6.3,1.8,virginica,0.8333333333333333,0.3749999999999999,0.8983050847457626,0.7083333333333334,2,Large,2
6.7,2.5,5.8,1.8,virginica,0.6666666666666666,0.20833333333333331,0.8135593220338982,0.7083333333333334,2,Large,2
7.2,3.6,6.1,2.5,virginica,0.8055555555555556,0.6666666666666666,0.8644067796610169,1.0,2,Large,2
6.5,3.2,5.1,2.0,virginica,0.611111111111111,0.5,0.6949152542372881,0.7916666666666666,2,Large,2
6.4,2.7,5.3,1.9,virginica,0.5833333333333334,0.2916666666666667,0.7288135593220338,0.75,2,Large,2
6.8,3.0,5.5,2.1,virginica,0.6944444444444443,0.41666666666666663,0.7627118644067796,0.8333333333333334,2,Large,2
5.7,2.5,5.0,2.0,virginica,0.38888888888888895,0.20833333333333331,0.6779661016949152,0.7916666666666666,2,Large,2
5.8,2.8,5.1,2.4,virginica,0.41666666666666663,0.3333333333333332,0.6949152542372881,0.9583333333333333,2,Large,2
6.4,3.2,5.3,2.3,virginica,0.5833333333333334,0.5,0.7288135593220338,0.9166666666666666,2,Large,2
6.5,3.0,5.5,1.8,virginica,0.611111111111111,0.41666666666666663,0.7627118644067796,0.7083333333333334,2,Large,2
7.7,3.8,6.7,2.2,virginica,0.9444444444444444,0.7499999999999998,0.9661016949152542,0.8750000000000001,2,Large,2
7.7,2.6,6.9,2.3,virginica,0.9444444444444444,0.25,1.0,0.9166666666666666,2,Large,2
6.0,2.2,5.0,1.5,virginica,0.4722222222222222,0.0833333333333334,0.6779661016949152,0.5833333333333334,2,Large,2
6.9,3.2,5.7,2.3,virginica,0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,2,Large,2
5.6,2.8,4.9,2.0,virginica,0.361111111111111,0.3333333333333332,0.6610169491525424,0.7916666666666666,2,Medium,1
7.7,2.8,6.7,2.0,virginica,0.9444444444444444,0.3333333333333332,0.9661016949152542,0.7916666666666666,2,Large,2
6.3,2.7,4.9,1.8,virginica,0.5555555555555555,0.2916666666666667,0.6610169491525424,0.7083333333333334,2,Medium,1
6.7,3.3,5.7,2.1,virginica,0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,2,Large,2
7.2,3.2,6.0,1.8,virginica,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,2,Large,2
6.2,2.8,4.8,1.8,virginica,0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,2,Medium,1
6.1,3.0,4.9,1.8,virginica,0.4999999999999999,0.41666666666666663,0.6610169491525424,0.7083333333333334,2,Medium,1
6.4,2.8,5.6,2.1,virginica,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8333333333333334,2,Large,2
7.2,3.0,5.8,1.6,virginica,0.8055555555555556,0.41666666666666663,0.8135593220338982,0.625,2,Large,2
7.4,2.8,6.1,1.9,virginica,0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,2,Large,2
7.9,3.8,6.4,2.0,virginica,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666666,2,Large,2
6.4,2.8,5.6,2.2,virginica,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8750000000000001,2,Large,2
6.3,2.8,5.1,1.5,virginica,0.5555555555555555,0.3333333333333332,0.6949152542372881,0.5833333333333334,2,Large,2
6.1,2.6,5.6,1.4,virginica,0.4999999999999999,0.25,0.7796610169491525,0.5416666666666666,2,Large,2
7.7,3.0,6.1,2.3,virginica,0.9444444444444444,0.41666666666666663,0.8644067796610169,0.9166666666666666,2,Large,2
6.3,3.4,5.6,2.4,virginica,0.5555555555555555,0.5833333333333333,0.7796610169491525,0.9583333333333333,2,Large,2
6.4,3.1,5.5,1.8,virginica,0.5833333333333334,0.4583333333333333,0.7627118644067796,0.7083333333333334,2,Large,2
6.0,3.0,4.8,1.8,virginica,0.4722222222222222,0.41666666666666663,0.6440677966101694,0.7083333333333334,2,Medium,1
6.9,3.1,5.4,2.1,virginica,0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,2,Large,2
6.7,3.1,5.6,2.4,virginica,0.6666666666666666,0.4583333333333333,0.7796610169491525,0.9583333333333333,2,Large,2
6.9,3.1,5.1,2.3,virginica,0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,2,Large,2
5.8,2.7,5.1,1.9,virginica,0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,2,Large,2
6.8,3.2,5.9,2.3,virginica,0.6944444444444443,0.5,0.8305084745762712,0.9166666666666666,2,Large,2
6.7,3.3,5.7,2.5,virginica,0.6666666666666666,0.5416666666666665,0.7966101694915254,1.0,2,Large,2
6.7,3.0,5.2,2.3,virginica,0.6666666666666666,0.41666666666666663,0.711864406779661,0.9166666666666666,2,Large,2
6.3,2.5,5.0,1.9,virginica,0.5555555555555555,0.20833333333333331,0.6779661016949152,0.75,2,Large,2
6.5,3.0,5.2,2.0,virginica,0.611111111111111,0.41666666666666663,0.711864406779661,0.7916666666666666,2,Large,2
6.2,3.4,5.4,2.3,virginica,0.5277777777777778,0.5833333333333333,0.7457627118644068,0.9166666666666666,2,Large,2
5.9,3.0,5.1,1.8,virginica,0.44444444444444453,0.41666666666666663,0.6949152542372881,0.7083333333333334,2,Large,2
